commit,file,insertions,deletions,author,date
9666683c1123717dd0b16bb7cd1603089c8a3d8b,src/server/routes/organisations/util.js,3,4,Reija Laukko,2024-04-22 09:41:17+00:00
77884891294095e63936e4394bc2328fc69aa099,src/client/pages/GuestUser/GuestFeedbackTargetView.js,18,7,Henri Remonen,2024-04-22 12:05:03+03:00
4aa4cc919d59870a59a7d42f67471cc823316476,src/client/pages/FeedbackTarget/tabs/Settings/EditFeedbackTarget/EditFeedbackTarget.js,1,3,Henri Remonen,2024-04-22 11:26:33+03:00
9c5d152d2d5583a0d944b03a7128b92d399c9e65,src/client/pages/FeedbackTarget/tabs/FeedbackView/FeedbackView.js,8,4,Henri Remonen,2024-04-22 11:25:38+03:00
b2448eb804a684174fa7cbbc5ef6a6f3c7e568a2,.github/workflows/test.yml,1,1,Reija Laukko,2024-04-22 11:24:07+03:00
b2448eb804a684174fa7cbbc5ef6a6f3c7e568a2,scripts/get_palaute_prod_db.sh,3,3,Reija Laukko,2024-04-22 11:24:07+03:00
b2448eb804a684174fa7cbbc5ef6a6f3c7e568a2,scripts/get_prod_db.sh,4,4,Reija Laukko,2024-04-22 11:24:07+03:00
b2448eb804a684174fa7cbbc5ef6a6f3c7e568a2,src/server/routes/organisations/util.js,3,4,Reija Laukko,2024-04-22 11:24:07+03:00
152e9e2e5052ae9c002206c85de62459056ad3f1,src/client/pages/FeedbackTarget/tabs/Settings/EditFeedbackTarget/EditFeedbackTarget.js,8,2,Henri Remonen,2024-04-22 11:05:05+03:00
72a39a72f3f87243cc02239667e62b0cef594910,src/client/pages/Organisation/useOrganisationSurveyMutation.js,1,1,Henri Remonen,2024-04-22 10:45:47+03:00
9248647bb96421ff994e93422bfe2637003eeb19,src/client/pages/Organisation/useOrganisationSurveyMutation.js,10,1,Henri Remonen,2024-04-22 10:21:05+03:00
8976667f3466320a6b2055bf3b7ef67874b94a61,.github/workflows/test.yml,1,1,Reija Laukko,2024-04-22 09:29:26+03:00
8976667f3466320a6b2055bf3b7ef67874b94a61,scripts/get_palaute_prod_db.sh,3,3,Reija Laukko,2024-04-22 09:29:26+03:00
8976667f3466320a6b2055bf3b7ef67874b94a61,scripts/get_prod_db.sh,4,4,Reija Laukko,2024-04-22 09:29:26+03:00
8976667f3466320a6b2055bf3b7ef67874b94a61,src/server/routes/organisations/util.js,3,4,Reija Laukko,2024-04-22 09:29:26+03:00
c1e930a81aba0bdb8fadda0bfc1b9b730079cd98,src/server/routes/organisations/organisationController.js,1,0,Henri Remonen,2024-04-22 09:16:17+03:00
daa0a1b14041d0095ac00008ac040c1ed693b84f,public/locales/sv/translation.json,1,1,Henri Remonen,2024-04-22 08:21:24+03:00
e70dcb53d4a6691f781c0887f176a2cebe07c508,package.json,1,1,Reija Laukko,2024-04-22 05:32:43+00:00
e70dcb53d4a6691f781c0887f176a2cebe07c508,src/client/components/NavBar/NavBar.js,2,2,Reija Laukko,2024-04-22 05:32:43+00:00
e70dcb53d4a6691f781c0887f176a2cebe07c508,src/client/config/example-custom-ui.js,71,0,Reija Laukko,2024-04-22 05:32:43+00:00
9a8005141417b044414a6bc0108b6ce2d4215284,package.json,2,2,Janne Rantanen,2024-04-19 12:18:20+00:00
9a8005141417b044414a6bc0108b6ce2d4215284,src/client/pages/App.tsx,2,1,Janne Rantanen,2024-04-19 12:18:20+00:00
9a8005141417b044414a6bc0108b6ce2d4215284,src/client/theme.ts,7,4,Janne Rantanen,2024-04-19 12:18:20+00:00
306ac5842d23a87fa6d303a601602a80dbe03789,src/client/components/NavBar/NavBar.js,2,2,Reija Laukko,2024-04-18 13:28:27+03:00
306ac5842d23a87fa6d303a601602a80dbe03789,src/client/config/example-custom-ui.js,71,0,Reija Laukko,2024-04-18 13:28:27+03:00
67a2b2679f16563825dfbebe3d22cdbe8e45b1d7,package.json,1,1,Reija Laukko,2024-04-18 13:23:37+03:00
3cf9744e839d525f3124aa403f4d9380f892f415,package.json,2,2,jannerantanen,2024-04-16 13:10:28+03:00
3cf9744e839d525f3124aa403f4d9380f892f415,src/client/pages/App.tsx,2,1,jannerantanen,2024-04-16 13:10:28+03:00
3cf9744e839d525f3124aa403f4d9380f892f415,src/client/theme.ts,7,4,jannerantanen,2024-04-16 13:10:28+03:00
b55a28d834b83b1fbfeb8cb5cf65bc5bcaa1f800,package.json,5,5,Veikkosuhonen,2024-04-03 15:17:54+03:00
b55a28d834b83b1fbfeb8cb5cf65bc5bcaa1f800,scripts/get_palaute_prod_db.sh,3,3,Veikkosuhonen,2024-04-03 15:17:54+03:00
b55a28d834b83b1fbfeb8cb5cf65bc5bcaa1f800,scripts/get_prod_db.sh,4,4,Veikkosuhonen,2024-04-03 15:17:54+03:00
13a486e47468a3412d3054ef8e6b859de6b58394,.github/workflows/test.yml,1,1,Veikkosuhonen,2024-04-03 15:07:56+03:00
ed8ef07c60be650e5b9fcde9f57f204d9cd848ca,src/server/routes/organisations/util.js,3,4,Veikkosuhonen,2024-04-03 14:40:43+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,.babelrc,1,3,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,.dockerignore,2,1,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,.eslintrc.js,22,2,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,.gitattributes,3,0,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,Dockerfile,2,1,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,config/default.js,32,0,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,dev-backend.Dockerfile,15,0,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,dev.Dockerfile,3,1,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,docker-compose.lw-dev.yml,31,0,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,package-lock.json,3536,503,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,package.json,36,7,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,public/locales/en/translation.json,3,3,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,public/locales/fi/translation.json,3,3,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,public/locales/sv/translation.json,4,3,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,src/client/components/CustomUiConfigProvider.js,9,0,Reija Laukko,2024-04-02 13:28:32+03:00
8c43821657185102d340bbbd8e80752fe6618aa0,src/client/components/Footer-default.js,96,0,Reija Laukko,2024-04-02 13:28:32+03:00
